_time,_left_pos,_right_pos,_left_vel,_right_vel,_obsv_time,_obsv_sL,_obsv_sR,_obsv_psi,_obsv_psi_dot
59332.0,14135.0,7565.0,2110.0,1128.0,,,,,
59359.0,14192.0,7593.0,2144.0,1053.0,,,,,
59372.0,14221.0,7609.0,2127.0,1174.0,,,,,
59392.0,14262.0,7630.0,2100.0,1075.0,,,,,
59415.0,14310.0,7655.0,2100.0,1094.0,,,,,
59432.0,14346.0,7673.0,2102.0,1051.0,,,,,
59452.0,14388.0,7695.0,2063.0,1080.0,,,,,
59480.0,14446.0,7724.0,2109.0,1054.0,,,,,
59491.0,14471.0,7737.0,2092.0,1088.0,,,,,
59512.0,14515.0,7759.0,2136.0,1068.0,,,,,
59536.0,14564.0,7784.0,2069.0,1055.0,,,,,
59552.0,14599.0,7802.0,2152.0,1107.0,,,,,
59571.0,14640.0,7823.0,2104.0,1078.0,,,,,
59598.0,14697.0,7852.0,2141.0,1089.0,,,,,
59612.0,14726.0,7866.0,2122.0,1024.0,,,,,
59631.0,14768.0,7888.0,2137.0,1119.0,,,,,
59655.0,14819.0,7913.0,2150.0,1054.0,,,,,
59671.0,14854.0,7932.0,2154.0,1169.0,,,,,
59692.0,14898.0,7954.0,2157.0,1078.0,,,,,
59718.0,14955.0,7983.0,2144.0,1091.0,,,,,
59732.0,14984.0,7998.0,2128.0,1101.0,,,,,
59752.0,15027.0,8020.0,2190.0,1121.0,,,,,
59775.0,15079.0,8046.0,2193.0,1096.0,,,,,
59791.0,15114.0,8064.0,2162.0,1112.0,,,,,
59812.0,15159.0,8087.0,2210.0,1130.0,,,,,
59838.0,15218.0,8117.0,2216.0,1126.0,,,,,
59852.0,15248.0,8132.0,2205.0,1103.0,,,,,
59872.0,15291.0,8154.0,2189.0,1120.0,,,,,
59895.0,15344.0,8181.0,2235.0,1138.0,,,,,
59912.0,15380.0,8200.0,2221.0,1172.0,,,,,
59932.0,15425.0,8223.0,2208.0,1129.0,,,,,
59959.0,15484.0,8252.0,2215.0,1088.0,,,,,
59972.0,15515.0,8268.0,2272.0,1173.0,,,,,
59992.0,15557.0,8290.0,2153.0,1128.0,,,,,
60015.0,15608.0,8315.0,2230.0,1093.0,,,,,
60032.0,15646.0,8334.0,2227.0,1113.0,,,,,
60052.0,15691.0,8357.0,2207.0,1128.0,,,,,
60080.0,15752.0,8388.0,2218.0,1127.0,,,,,
60092.0,15778.0,8401.0,2170.0,1085.0,,,,,
60112.0,15823.0,8424.0,2190.0,1119.0,,,,,
60136.0,15875.0,8450.0,2194.0,1097.0,,,,,
60152.0,15911.0,8468.0,2214.0,1107.0,,,,,
60171.0,15953.0,8489.0,2156.0,1078.0,,,,,
60198.0,16012.0,8518.0,2216.0,1089.0,,,,,
60212.0,16042.0,8534.0,2205.0,1176.0,,,,,
60232.0,16086.0,8557.0,2178.0,1138.0,,,,,
60256.0,16139.0,8585.0,2232.0,1179.0,,,,,
60272.0,16175.0,8603.0,2224.0,1112.0,,,,,
60292.0,16220.0,8626.0,2210.0,1130.0,,,,,
60320.0,16281.0,8658.0,2219.0,1164.0,,,,,
60332.0,16308.0,8672.0,2260.0,1172.0,,,,,
60352.0,16353.0,8695.0,2191.0,1120.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
